customer_city,order_id,payment_value
santa gertrudes,12,1516.74
barbalha,6,1515.4099999999999
sao miguel do guama,5,1514.4
turmalina,10,1513.28
buerarema,4,1510.32
mendes,12,1509.99
astolfo dutra,11,1509.69
agudos,16,1508.95
ivoti,13,1507.43
pontal,13,1506.63
sombrio,11,1506.61
altinopolis,4,1506.04
tres passos,11,1503.72
guadalupe,4,1502.76
aluminio,13,1500.64
casa branca,13,1500.45
parelhas,4,1496.8000000000002
conceicao do araguaia,7,1494.6
arroio do sal,8,1490.1999999999998
canarana,11,1486.9
apiuna,7,1484.8
divinolandia,7,1482.9
alcobaca,4,1481.9
sao goncalo do sapucai,10,1480.8400000000001
espumoso,7,1480.46
tapiramuta,2,1476.8999999999999
upanema,3,1476.25
capinzal,10,1469.23
sao miguel do iguacu,10,1468.23
forquilhinha,13,1468.18
coaraci,4,1468.1200000000001
santana do araguaia,3,1467.91
joao camara,2,1466.81
rio pomba,6,1464.8600000000001
dores de campos,8,1464.19
neropolis,7,1464.02
palmeira dos indios,8,1463.46
guarai,4,1459.3700000000001
guara,10,1459.19
botelhos,8,1456.47
duartina,10,1453.3
caarapo,4,1447.93
celso ramos,2,1440.96
descalvado,13,1439.57
ouroeste,11,1437.57
braganca,9,1437.27
papucaia,10,1435.7
bonfinopolis de minas,2,1433.75
itapui,7,1430.8899999999999
ibirama,13,1429.2
assis chateaubriand,12,1426.3
areado,7,1425.55
gravatal,6,1418.28
ubajara,3,1414.6299999999999
cocal,8,1413.88
realeza,6,1412.76
ipaussu,7,1409.26
fronteiras,3,1408.8400000000001
conchas,10,1408.56
primeiro de maio,7,1407.6100000000001
mamanguape,6,1406.47
colorado,9,1405.6499999999999
dois corregos,11,1402.59
campinorte,7,1400.61
pinheiros,9,1396.34
campestre da serra,2,1390.06
goitacazes,11,1388.24
herval d'oeste,9,1386.93
santo augusto,9,1386.88
carandai,11,1386.44
balsamo,6,1383.48
perdizes,8,1382.5
campina grande do sul,10,1382.49
rio negrinho,13,1381.73
sao bento,5,1381.24
itariri,6,1378.73
silvania,7,1373.15
pirpirituba,1,1372.25
confresa,7,1371.62
guararema,11,1370.41
areal,7,1364.63
tucuma,4,1362.99
coruripe,3,1359.09
raul soares,12,1357.77
sao lourenco da serra,12,1357.03
schroeder,9,1356.76
sousa,7,1356.43
barra do corda,7,1354.34
delmiro gouveia,4,1353.71
domingos martins,9,1353.6299999999999
sao joao evangelista,7,1353.08
barao ataliba nogueira,1,1351.51
aripuana,8,1348.3799999999999
inhambupe,7,1346.98
pirangi,8,1346.43
prata,11,1346.09
parapua,8,1345.83
maracai,8,1345.6
chapadao do ceu,8,1343.25
barra longa,1,1341.55
monte belo,5,1340.3
jaguaruana,4,1339.3
alto paraiso,2,1333.91
reriutaba,3,1331.6299999999999
campo maior,7,1329.7
coroata,9,1328.47
hidrolandia,8,1326.25
salto de pirapora,13,1326.18
sumidouro,10,1325.97
barcarena,6,1323.67
pompeu,11,1321.6699999999998
frederico westphalen,14,1319.89
dourado,9,1316.93
saltinho,5,1316.35
sarzedo,18,1316.33
santa teresa,10,1313.65
urupes,10,1313.27
butia,6,1312.6100000000001
colinas,4,1311.49
salesopolis,10,1310.96
sao joaquim,9,1310.39
alhandra,2,1307.91
conceicao do coite,9,1307.04
acreuna,7,1306.45
sobradinho,9,1302.79
riacho de santana,4,1302.47
macau,5,1297.69
raposos,11,1297.31
venturosa,2,1297.06
itambe,8,1296.54
catu de abrantes,2,1295.8600000000001
rosario do sul,14,1292.52
mangaratiba,13,1292.46
charqueada,10,1290.88
itaberaba,10,1286.19
araquari,11,1285.3600000000001
quixere,3,1281.01
arapoti,9,1280.9099999999999
rolante,10,1280.29
toritama,5,1277.99
capinopolis,11,1277.95
costa rica,12,1273.9
brotas,12,1269.88
camacan,6,1269.4
valenca do piaui,4,1268.65
santana do mundau,3,1268.01
passagem,1,1265.83
ibaiti,11,1264.1399999999999
jijoca de jericoacoara,4,1262.22
coari,1,1259.04
aguas da prata,10,1257.57
terra roxa,7,1256.75
cristina,8,1256.38
itapejara d'oeste,6,1255.92
capao do leao,4,1254.66
arapora,5,1253.3700000000001
santo antonio do pinhal,2,1252.69
taua,10,1251.37
terra de areia,5,1250.93
garibaldi,10,1248.25
macaubas,9,1248.0900000000001
santa maria madalena,7,1247.45
bom jesus do araguaia,1,1247.29
caraubas,3,1246.76
poco fundo,8,1244.88
mundo novo,6,1243.19
jaguarao,8,1242.01
entre rios,6,1241.52
soledade,8,1240.4099999999999
lajedo,7,1237.92
sao jose da lapa,8,1237.52
goias,8,1236.73
pontal do parana,8,1235.05
prado,5,1234.5900000000001
buritama,9,1234.42
engenheiro coelho,13,1234.24
acailandia,7,1233.48
rio das pedras,11,1231.52
japuiba,5,1230.85
ervalia,7,1230.45
sao lourenco do oeste,11,1229.93
campo alegre,4,1228.35
alto araguaia,5,1228.1299999999999
santo estevao,5,1226.69
arroio dos ratos,9,1226.52
pilar do sul,12,1225.32
brodowski,10,1224.59
goianapolis,4,1224.04
brejo do cruz,1,1217.78
guaraci,4,1213.53
rubiataba,7,1210.69
serranopolis,3,1210.27
uruara,6,1199.13
rio brilhante,11,1195.1599999999999
xangri-la,8,1192.8700000000001
mar de espanha,9,1191.57
taruma,9,1189.95
guarei,5,1187.44
mirai,9,1186.53
monte aprazivel,10,1186.5
nova prata do iguacu,6,1185.19
tabira,5,1178.8899999999999
santa cecilia,7,1178.14
fundao,5,1177.95
nova aurora,4,1174.59
tarabai,5,1174.4
balneario pinhal,8,1171.94
nazare,4,1170.44
gouveia,4,1167.23
aimores,10,1166.62
primavera,9,1166.01
dianopolis,7,1165.41
cacu,8,1163.53
cajobi,8,1162.89
otacilio costa,5,1162.8500000000001
pauliceia,3,1162.1000000000001
arceburgo,7,1160.83
catas altas,5,1160.35
treze tilias,11,1159.36
sao jose da barra,6,1158.1100000000001
caicara do norte,1,1157.41
chavantes,12,1154.14
itaberai,6,1151.08
seabra,6,1148.26
lucelia,12,1147.89
patrocinio paulista,2,1147.46
cabrobo,6,1146.91
ecoporanga,8,1145.83
encruzilhada do sul,8,1142.59
pedreiras,3,1141.76
bom principio,6,1140.75
sapezal,8,1139.52
ortigueira,8,1139.45
bayeux,7,1139.41
santa quiteria,5,1139.12
luis antonio,7,1131.43
crixas,8,1129.44
fervedouro,8,1128.6100000000001
piratuba,6,1128.48
nova roma do sul,1,1127.29
sao jose do calcado,6,1127.26
sao benedito,5,1126.52
jeremoabo,6,1126.37
assai,6,1124.94
picarra,1,1122.86
pedregulho,2,1122.18
concordia do para,3,1120.8999999999999
quixeramobim,6,1119.97
santo antonio do aracangua,1,1117.99
serrana,13,1115.27
conceicao da aparecida,6,1115.03
porciuncula,8,1112.13
campos de julio,6,1110.35
paicandu,10,1106.22
itamonte,10,1105.06
buri,10,1103.39
nova santa rita,6,1102.82
bom sucesso,5,1102.48
sao sebastiao da grama,4,1102.02
godoy moreira,1,1101.83
iaciara,4,1098.31
santa cruz,6,1097.16
cambara,10,1096.06
tres marias,13,1095.9
cardoso,6,1095.32
potirendaba,9,1095.1
benedito novo,6,1093.77
virginopolis,8,1092.22
pecanha,5,1091.8
cosmorama,6,1091.55
estiva gerbi,7,1090.98
regente feijo,10,1088.31
ipiau,8,1088.03
matupa,7,1087.87
itapoa,9,1087.75
maravilha,12,1087.41
prudentopolis,7,1085.17
urussanga,10,1083.08
simao dias,7,1082.91
pradopolis,10,1081.31
fronteira,6,1079.53
porto belo,9,1079.3200000000002
inhapi,2,1075.1
oriente,3,1075.02
lagoa dos gatos,3,1073.47
barra da estiva,7,1072.68
eugenopolis,5,1071.39
condado,4,1071.11
colonia jordaozinho,2,1071.03
bom jardim de minas,8,1068.38
porecatu,10,1068.03
cristalandia,3,1067.93
dormentes,2,1067.73
paraopeba,9,1066.74
palotina,10,1065.77
borda da mata,6,1062.25
nao-me-toque,7,1062.1
coronel vivida,11,1058.59
goianira,8,1057.77
sao miguel dos campos,2,1054.11
alfredo chaves,7,1052.6100000000001
jordania,5,1047.2
cacapava do sul,5,1044.83
icem,9,1043.6399999999999
serafina correa,9,1042.3799999999999
colonia castrolanda,3,1041.7
regeneracao,6,1041.64
aguas belas,6,1041.4
jacaraci,4,1040.27
lago da pedra,5,1038.96
munhoz de melo,4,1037.26
pesqueira,9,1036.55
varre-sai,4,1035.37
itacare,8,1032.79
quedas do iguacu,8,1030.44
campo verde,10,1029.69
taguatinga,7,1028.89
capivari de baixo,5,1028.73
sao domingos do norte,7,1028.5
itaobim,6,1026.56
abadiania,1,1025.52
bela cruz,4,1024.47
alvinopolis,11,1020.96
monte santo de minas,9,1018.0
canavieiras,6,1017.29
milagres,4,1016.3299999999999
brazopolis,6,1015.5
california da barra,6,1014.5
sao goncalo do rio abaixo,6,1013.4300000000001
paulistana,3,1013.26
pedro de toledo,9,1013.09
figueira,4,1012.87
holambra ii,5,1012.82
canelinha,4,1012.72
boa esperanca do sul,11,1012.62
palma sola,4,1010.5500000000001
taiuva,5,1010.13
itarana,3,1010.02
itaju,3,1008.37
sertanopolis,4,1008.14
mozarlandia,7,1008.04
paco do lumiar,7,1005.93
candido godoi,1,1005.84
santa fe,5,1005.44
sao miguel,4,1004.52
capela do alto,3,1004.25
juquia,10,1003.36
itapuranga,7,1003.26
itaja,3,1001.9
grao mogol,3,999.3
cansancao,7,998.3699999999999
conservatoria,4,997.19
faxinal,9,995.73
guapiacu,6,995.55
trancoso,6,995.19
sao marcos,9,994.76
santo antonio do descoberto,5,992.8800000000001
miracatu,5,991.81
lavras da mangabeira,2,986.46
rodeio,7,985.9499999999999
bilac,9,985.41
irapuru,6,985.29
julio mesquita,2,984.59
julio de castilhos,10,983.04
angatuba,8,983.03
cruzeiro do oeste,7,982.5
urania,4,980.28
planalto,9,976.35
arraial d'ajuda,8,975.87
sao goncalo do para,3,975.8500000000001
borborema,9,975.55
mairi,2,974.31
guaranesia,9,972.8299999999999
nova trento,6,972.21
santa rita do araguaia,7,972.03
conceicao do rio verde,5,970.15
tucano,8,969.5799999999999
alpinopolis,7,969.45
novo cruzeiro,9,968.87
grajau,5,965.51
goianesia do para,3,964.71
moreno,5,960.09
arinos,8,959.8199999999999
portao,10,959.46
sao jose de mipibu,3,956.19
amarante,1,953.8399999999999
santa branca,9,953.35
inaciolandia,3,952.92
jacare,8,952.58
alcinopolis,6,952.35
espigao do oeste,6,951.17
paudalho,2,950.1400000000001
cidade gaucha,5,950.1
planaltina,10,949.34
uniao dos palmares,2,949.23
paraiso,6,948.39
alto parnaiba,5,948.0999999999999
tocantinopolis,7,947.28
santana do cariri,3,946.6800000000001
nova londrina,9,946.56
sao luis do paraitinga,3,945.99
piquete,9,945.86
resplendor,10,944.5999999999999
areiopolis,3,944.24
matozinhos,12,944.16
barra do bugres,4,943.6500000000001
santana do serido,2,943.37
marilac,1,942.78
rio manso,5,939.6800000000001
sao martinho,3,938.31
aracariguama,10,937.07
nazare paulista,7,934.33
tapes,6,934.26
sao mateus do maranhao,3,930.7
lagoa da confusao,5,929.74
barra de sao francisco,10,929.28
formoso,3,929.0300000000001
mimoso do sul,10,928.89
dores do indaia,7,928.86
mambore,8,928.47
campos belos,7,927.53
sao bernardo,3,923.39
brasilia de minas,9,922.92
lagoa formosa,7,921.9200000000001
mambai,2,921.9
ruy barbosa,7,921.15
datas,1,920.94
lima duarte,6,920.86
presidente getulio,7,920.83
getulio vargas,8,919.9399999999999
santa isabel do para,6,919.57
juru,1,919.38
buriticupu,5,919.03
guaicara,8,917.5600000000001
itaguari,1,913.7
imbituva,8,913.66
trajano de moraes,8,913.04
arrozal,3,912.81
tarumirim,4,912.25
piranhas,4,911.81
joao neiva,8,911.4
ibira,7,911.03
tres coroas,6,910.48
jaru,6,910.26
cachoeira do campo,2,909.84
boninal,2,909.8
lutecia,1,908.84
chui,5,908.1600000000001
cerro largo,7,907.81
mallet,6,907.63
avanhandava,7,905.33
joanopolis,6,904.5100000000001
sao joao do sul,2,902.37
acopiara,7,901.67
varjota,4,901.1800000000001
carlopolis,6,901.1800000000001
sao cristovao,7,900.4300000000001
salto do lontra,4,900.11
candiota,4,899.5999999999999
igarapava,7,897.02
nuporanga,3,895.41
icatu,1,892.9
sapucaia,6,891.35
amambai,6,890.69
dois irmaos do buriti,3,890.1500000000001
nova veneza,7,889.9
capela,3,889.1700000000001
cuite,4,887.22
jacupiranga,5,885.57
ubaira,6,884.91
rio pardo,6,884.86
santa rita de caldas,6,882.22
conde,2,881.52
rio paranaiba,9,881.48
lagoa do carro,2,880.78
ze doca,5,878.9200000000001
barra do choca,3,877.49
ilhota,4,877.22
maracas,5,877.0899999999999
campos borges,3,877.04
papanduva,8,876.65
serro,2,876.62
cidade ocidental,8,876.5699999999999
sao pedro dos ferros,4,875.73
colniza,3,875.49
taguai,10,873.56
seara,6,873.34
aurora,5,870.17
campina verde,10,868.85
guapo,6,868.7
bicas,7,868.55
arataca,1,865.78
virgem da lapa,3,864.44
laurentino,5,863.27
marmeleiro,7,862.98
jaguaribe,5,861.8000000000001
araguatins,5,859.9
vila muriqui,7,856.45
murutinga do sul,2,855.71
bananal,6,855.71
chapada dos guimaraes,4,854.78
itajuipe,3,852.2800000000001
vere,3,848.97
morretes,4,848.92
echapora,2,847.25
glicerio,4,847.1300000000001
ribeirao bonito,7,846.12
itirucu,3,845.37
sao joao d'alianca,3,844.86
alfredo wagner,2,844.67
pedralva,3,844.3199999999999
igarata,5,843.87
matias olimpio,1,841.4
sandolandia,1,841.28
carbonita,4,841.12
muzambinho,9,840.63
jucurutu,4,839.8299999999999
cananeia,8,838.89
sao tomas de aquino,4,836.15
catanduvas,6,834.99
cabreuva,6,834.1199999999999
belo oriente,5,833.02
firminopolis,7,832.5
morro de sao paulo,1,832.0
tres cachoeiras,7,831.42
santa albertina,7,830.4200000000001
pejucara,4,830.35
arari,2,828.79
piripiri,7,828.5600000000001
sao felipe,2,827.01
madre de deus,7,826.74
vargem bonita,5,826.27
sao jose do divino,2,826.1700000000001
avelar,4,824.24
rio do campo,4,822.25
alto taquari,3,821.17
cunha pora,5,820.95
urucui,4,820.26
jatoba,5,817.63
coribe,8,816.78
estacao,5,815.22
caninde,6,814.2
joao lisboa,5,810.7099999999999
nepomuceno,9,810.68
anicuns,8,809.19
jaboticatubas,1,808.87
jardim,5,808.4100000000001
iati,3,807.24
caetanopolis,8,805.62
alta floresta d'oeste,3,805.5
timbauba,7,804.45
oeiras,6,803.91
nova mamore,2,803.1600000000001
conceicao da feira,2,802.95
sabino,3,802.87
maracacume,4,802.4200000000001
cacequi,4,801.37
alto santo,3,801.01
barros cassal,3,800.36
piedade de caratinga,7,799.83
jaiba,6,799.04
andorinha,5,797.61
abelardo luz,6,797.5799999999999
medeiros neto,7,797.29
peabiru,5,793.96
cajuru,9,793.9
santa cruz de monte castelo,4,793.0500000000001
jaguapita,1,790.68
divisa nova,1,788.71
catigua,6,788.52
sao bento do sapucai,7,788.06
miguel calmon,5,787.81
guabiruba,5,786.81
carapebus,5,786.52
campanha,7,786.26
solonopole,2,785.74
corbelia,3,785.22
sao joao do itaperiu,1,782.74
ribeira do pombal,8,782.36
bom jesus do norte,4,781.8499999999999
santa cruz de goias,2,779.6899999999999
dumont,4,779.64
tocantins,6,778.49
maioba,3,778.0699999999999
livramento de nossa senhora,5,777.5699999999999
mario campos,4,775.04
terra boa,4,773.42
matoes do norte,2,772.28
esperantinopolis,3,771.4100000000001
belem do sao francisco,2,771.02
terra rica,7,769.63
cidreira,5,769.02
barro,4,769.02
paracuru,5,767.91
urandi,2,767.8100000000001
guaracai,5,767.11
santo cristo,7,766.18
jauru,5,762.86
colina,9,762.25
guaiuba,2,762.05
garrafao do norte,3,762.0
santa isabel do rio preto,1,761.82
itau,2,761.37
abrantes,2,761.36
palmitos,5,760.98
nova europa,8,760.89
paranapanema,11,759.71
macaiba,5,757.17
marco,3,756.76
nova hartz,3,755.22
jaragua,7,755.0699999999999
cururupu,3,754.67
pedra preta,5,754.25
sao joao do paraiso,6,754.0
bela vista de goias,7,753.35
pedro osorio,3,752.98
custodia,5,752.1700000000001
perdoes,9,752.01
ubirata,7,751.43
lindoia,9,751.34
acu,3,749.5899999999999
conceicao do para,3,749.55
general salgado,7,748.22
rolim de moura,7,748.15
mateus leme,9,746.6
comendador levy gasparian,7,746.5600000000001
sao ludgero,3,746.51
nhandeara,8,745.32
barra do ribeiro,5,742.89
manoel ribas,4,742.3199999999999
morro reuter,3,741.4
propria,4,740.75
taquarivai,3,738.9000000000001
guaraciaba do norte,4,738.15
sao francisco de paula,7,738.1
morro do chapeu,7,737.8399999999999
santa cruz das palmeiras,9,736.51
cantanhede,1,735.85
horizontina,7,735.5500000000001
camapua,6,734.34
frei inocencio,5,733.89
tracunhaem,2,733.7
miranorte,2,733.42
bataguassu,5,732.9200000000001
maristela,4,731.42
passo de torres,7,731.26
rio do pires,4,731.25
morada nova de minas,3,730.37
monte azul,5,729.88
sao jeronimo,7,729.3399999999999
itambacuri,6,727.89
teixeira soares,2,727.38
graccho cardoso,1,723.72
hidreletrica tucurui,3,721.48
sirinhaem,5,720.23
juti,4,719.48
ouro preto do oeste,4,718.48
senador pompeu,4,718.11
pirapetinga,8,715.75
nova mutum,5,715.67
guaranta,5,715.01
apiai,6,714.94
araruna,5,714.92
conceicao dos ouros,4,714.92
pinheiro machado,5,713.31
aracoiaba,5,713.15
surubim,5,711.22
santa cruz de minas,5,710.39
sao jose do norte,7,710.3199999999999
breves,1,710.19
itororo,2,709.37
rio acima,8,709.23
rio pardo de minas,5,708.49
morungaba,7,708.3199999999999
paulo frontin,5,707.4
lagoa dourada,5,707.3
itaperucu,4,707.2
paraipaba,5,706.54
campo ere,7,706.07
bady bassitt,7,705.7
itaitinga,4,704.1700000000001
urbano santos,5,703.99
jequitiba,2,703.86
itapecuru mirim,4,702.95
limoeiro,7,701.21
granja,5,700.3
carmo de minas,3,699.53
juatuba,4,699.33
baldim,2,699.0400000000001
eldorado,7,698.1899999999999
fernando prestes,6,696.5799999999999
sao gabriel do oeste,7,695.9399999999999
sao sepe,6,695.71
medina,6,694.4000000000001
santo antonio do jacinto,8,693.56
rio largo,6,693.04
aguas vermelhas,3,692.89
esperantina,5,692.04
silva jardim,4,691.27
porto xavier,5,690.1800000000001
ibiai,3,689.95
coronel joao sa,3,689.71
poco verde,4,689.3100000000001
mar vermelho,2,689.02
castelandia,5,688.41
jeceaba,6,683.51
marechal floriano,5,681.38
jaqueira,3,679.1700000000001
campos gerais,5,679.17
arcoverde,5,677.4
jequeri,1,676.84
canto do buriti,1,674.83
salto grande,1,674.34
candelaria,4,673.1
perola d'oeste,2,672.75
lagoinha,3,668.73
sao domingos,7,668.69
ubaitaba,4,667.9300000000001
antonio prado,5,667.5699999999999
jupi,2,666.86
teixeiras,7,666.76
rio das flores,6,665.69
nova bandeirantes,4,665.53
ribeirao claro,5,663.8
ipiabas,4,663.14
fortuna,3,661.92
agua branca,5,661.1
capim grosso,5,660.78
rafard,5,659.46
iguaracu,2,659.2
valparaiso,8,658.49
bela vista do paraiso,3,658.49
conceicao do castelo,5,658.0
orizona,6,657.08
paulo de faria,5,656.48
catuipe,4,655.72
porto dos gauchos,1,655.67
pouso redondo,3,655.27
anta gorda,4,655.25
tiradentes,4,653.58
rio novo do sul,6,653.44
mato verde,3,651.31
raposo,3,650.84
feira nova,5,649.77
ariranha,5,647.27
sapucai-mirim,4,647.16
carajas,4,646.56
lavras do sul,3,646.56
ivai,2,645.77
senges,5,645.5
araputanga,4,645.25
potiragua,7,644.7
roque gonzales,5,643.61
colinas do tocantins,3,643.0799999999999
jesuitas,4,642.93
anitapolis,2,642.38
uchoa,3,641.29
ivaipora,7,640.86
desterro,1,639.98
horizonte,5,639.41
uibai,4,639.36
icapui,5,638.4000000000001
tangua,6,636.04
dom feliciano,5,635.95
canapolis,6,635.12
palestina,10,634.5699999999999
ilha de itamaraca,4,632.1500000000001
cristal,3,631.04
piritiba,6,630.22
sao jose do egito,4,630.2
campina da lagoa,3,629.77
orindiuva,5,629.59
barra dos coqueiros,3,629.46
barra de santo antonio,2,629.12
sales oliveira,6,627.74
carai,6,626.6899999999999
euclides da cunha,5,625.62
presidente bernardes,6,624.0699999999999
sao miguel do guapore,4,622.23
caldas,5,621.94
lavrinhas,1,621.35
posto da mata,4,620.13
carius,3,618.69
sao miguel do tapuio,3,618.51
uaua,4,618.1800000000001
fatima,3,617.92
quatis,5,617.87
cachoeira de minas,7,616.9200000000001
cardoso moreira,6,616.88
vianopolis,3,616.76
alfredo vasconcelos,3,616.74
sao sebastiao do alto,4,616.6999999999999
ipora do oeste,6,615.23
cacule,3,615.05
paulino neves,1,614.63
martins soares,6,613.9
rio novo,4,613.25
tanque d'arca,2,611.54
una,5,610.3399999999999
parauna,4,610.16
tanhacu,4,609.8
sao valentim,3,609.47
guimarania,4,609.33
pitanga,3,607.71
cachoeira alta,6,605.48
santa cruz cabralia,5,605.1800000000001
curuca,3,604.4499999999999
tenente portela,3,604.0500000000001
conquista,6,602.4200000000001
itupiranga,1,602.38
cristais paulista,4,600.64
nova petropolis,8,600.06
francisco sa,3,599.75
sao jose do cedro,5,598.77
irai,2,598.26
nossa senhora das dores,1,598.23
bituruna,5,598.23
rifaina,2,597.77
vila dos cabanos,4,597.67
sao vicente ferrer,3,595.76
campo novo,2,593.01
itobi,7,591.42
engenheiro paulo de frontin,6,590.89
caputira,2,590.6600000000001
capitolio,5,590.12
gloria do goita,2,587.92
iguai,2,587.1400000000001
utinga,5,586.45
sao tiago,5,586.45
pindare mirim,3,586.2
sananduva,6,585.57
entre-ijuis,3,585.04
nova cruz,3,583.25
padre carvalho,1,582.94
alto boa vista,5,581.99
ibiraci,4,581.14
rio piracicaba,4,580.14
mutuipe,4,580.0899999999999
carmo da mata,6,578.61
castelo do piaui,2,577.67
pote,3,577.53
tupi paulista,6,577.19
cocalinho,4,576.56
florestopolis,3,575.77
analandia,4,575.7
breu branco,3,575.7
itaoca,3,575.21
itarantim,3,574.72
muqui,4,574.38
cachoeira,4,573.71
machadinho d'oeste,3,572.96
sao sebastiao do paraiba,1,571.16
santa maria de itabira,4,570.49
areia branca dos assis,3,569.43
areias,3,568.63
corupa,4,568.4300000000001
alexania,5,568.25
congonhal,4,568.19
lajinha,3,567.69
denise,2,566.63
barra de guabiraba,2,565.8
inhapim,7,565.35
kalore,2,563.96
lobato,3,562.77
barbosa ferraz,3,562.5699999999999
edeia,4,560.9100000000001
ibicarai,5,559.5999999999999
penaforte,2,559.03
presidente olegario,6,557.41
altonia,3,557.1800000000001
tutoia,2,556.87
coelho neto,4,556.86
severinia,5,556.45
astorga,7,556.28
jardim do serido,3,555.81
paramirim,5,555.47
paula freitas,1,553.46
pedrinopolis,3,553.3
pinheiro,4,553.23
matipo,4,552.35
baturite,3,551.09
sao sebastiao do passe,5,550.53
jaquirana,1,547.98
sao geraldo,4,547.8100000000001
xambre,2,547.74
senador guiomard,2,547.09
poco redondo,1,546.78
boa viagem,3,546.76
sao pedro do ivai,3,546.72
guarara,2,546.5699999999999
pio xii,1,546.03
ipu,4,545.2
bananeiras,5,544.74
sao jose de uba,3,544.52
pedra azul,5,543.8
trairi,2,543.53
eliseu martins,4,543.06
pindoba,2,542.52
curaca,3,542.24
capitao poco,3,540.89
rio azul,5,538.54
pacuja,1,538.39
sao joao do manteninha,3,537.22
irai de minas,2,536.9399999999999
rio bonito do iguacu,4,536.22
rianapolis,4,534.47
apiaca,6,534.42
ipiacu,3,534.09
colonia leopoldina,2,531.85
itabela,4,529.97
gameleiras,3,529.94
cidelandia,1,528.8
chapada gaucha,4,528.01
rio fortuna,3,527.47
diamantino,7,527.42
rio branco do sul,6,526.72
dores do rio preto,4,526.33
ipupiara,1,525.85
ipubi,3,525.79
ceu azul,7,525.29
sao romao,5,524.06
cruz machado,3,523.23
bela vista,3,522.88
santa lucia,4,522.75
inaja,4,522.63
alto caparao,2,522.0799999999999
amaraji,2,521.89
cameta,4,521.85
japura,5,521.53
vargeao,1,520.65
pintadas,2,520.5
dom aquino,3,520.36
itaipava,4,520.02
jiquirica,1,519.93
torrinha,6,519.4200000000001
cambira,2,519.35
solanea,1,519.29
cabo verde,3,519.17
caririacu,2,519.14
palmares do sul,5,518.4
santa maria do suacui,2,517.75
pedra bela,3,517.3299999999999
cristalia,3,517.31
nova ipixuna,1,517.03
maravilhas,4,516.36
ribeirao branco,2,515.49
diamante do norte,5,515.27
dom eliseu,5,515.08
nova fatima,5,515.0799999999999
montauri,2,514.42
itapirapua paulista,2,514.0699999999999
portalegre,2,513.01
brejo da madre de deus,4,512.73
bonfinopolis,2,512.6
capitao leonidas marques,5,512.09
iraquara,5,510.63
travessao,4,510.43
sanclerlandia,4,510.34
timburi,5,510.24
guaranta do norte,5,509.29
itueta,2,508.94000000000005
dobrada,2,508.9
santo antonio,1,507.98
perdigao,7,507.58
gandu,4,507.45
minas novas,4,507.14
sao jose do ouro,5,507.09
bom jesus do tocantins,3,506.46000000000004
seringueiras,2,504.64
palma,4,504.05
cachoeira de pajeu,3,504.03
mantenopolis,4,503.02000000000004
juara,5,502.95
limeira do oeste,2,502.43000000000006
quadra,3,501.88
carolina,2,500.69
dionisio cerqueira,3,500.53999999999996
iacu,4,499.85
terra nova do norte,3,499.35
campos altos,5,498.61
general carneiro,5,498.52
ibirarema,5,498.19
iapu,4,497.92999999999995
salto veloso,4,497.07
sao joao da ponte,1,496.76
nova santa rosa,4,496.62
altaneira,2,496.26
magda,2,496.07
bodoquena,2,495.53
sabinopolis,6,495.51
itapirapua,2,495.34000000000003
santo antonio das missoes,4,495.32
arembepe,2,494.05999999999995
reboucas,6,493.38
baianopolis,2,493.28
apodi,3,492.07
peixoto de azevedo,4,491.56
arace,4,491.18
barreirinhas,4,490.73
rio tinto,2,490.25
roseira,5,490.14
pontalina,2,488.72
santa maria da boa vista,2,488.57000000000005
vera cruz do oeste,3,488.34000000000003
soledade de minas,6,488.08
remanso,5,487.98999999999995
bom repouso,4,487.94999999999993
caraiba,2,487.15
tabatinga,5,487.11
sucesso,3,485.92
pedrinhas paulista,4,485.48
dom silverio,4,484.12
bertolinia,1,483.87
ponte serrada,3,483.78
serrita,2,483.72
balneario barra do sul,4,482.62
brauna,5,482.35
rodeiro,3,482.21
elias fausto,5,481.48
rio real,3,480.6
tumiritinga,1,480.31
bonfim,5,480.24
sertania,4,479.92
joao ramalho,3,479.57
massaranduba,3,479.34000000000003
tombos,5,479.10999999999996
aquiraz,2,478.65000000000003
santa isabel do ivai,3,478.6
jucurucu,2,478.31
ituacu,3,478.07000000000005
mendes pimentel,5,477.73
abre campo,6,477.53
forquilha,4,477.45
munhoz,4,477.12
santo antonio do amparo,4,477.03
nova alvorada do sul,3,476.88
pedro canario,5,476.55
sitio novo do tocantins,2,476.27
santa cruz da conceicao,4,476.27
jacui,4,475.87
paulo jacinto,2,475.58000000000004
ladario,5,475.57
panorama,5,474.64
silveiras,3,474.25
martinho campos,2,473.7
alto jequitiba,4,473.63
sao miguel do gostoso,2,473.04
clementina,4,472.98
candido sales,3,472.52
barra de santa rosa,2,472.32
nova brasilandia d'oeste,2,472.14
joviania,5,472.11
imaculada,3,471.90999999999997
nova bassano,4,471.77
juruaia,6,470.59000000000003
riolandia,3,470.31000000000006
almino afonso,1,470.01
tupancireta,4,469.51
mata grande,2,469.34999999999997
luminarias,3,468.68
santa margarida,3,468.48
mendonca,5,468.43
flores,2,467.40999999999997
piedade do rio grande,3,466.90000000000003
caravelas,3,466.78
nova palma,2,466.62
bandeira do sul,2,466.28999999999996
centenario do sul,4,465.35
boa vista do cadeado,1,464.98
alcantara,1,464.86
rodelas,3,464.75
junqueiro,2,464.40999999999997
guaraniacu,5,463.62
